0, 0, Header, 1, 3, 96
1, 0, Start_track
1, 0, Text_t, "Cicada at Fri Jan 20 03:57:39 2012"
1, 0, End_track
2, 0, Start_track
2, 0, Text_t, "Cicada at Fri Jan 20 03:57:39 2012"
2, 0, Tempo, 500000
2, 0, Program_c, 1, 6
2, 0, Program_c, 2, 41
2, 0, Time_signature, 7, 1, 24, 8
2, 0, Key_signature, 1, "major"
2, 0, Note_on_c, 1, 63, 96
2, 192, Note_off_c, 1, 63, 0
2, 192, Note_on_c, 1, 61, 96
2, 216, Note_off_c, 1, 61, 0
2, 216, Note_on_c, 1, 56, 96
2, 408, Note_off_c, 1, 56, 0
2, 408, Note_on_c, 1, 55, 96
2, 792, Note_off_c, 1, 55, 0
2, 792, Note_on_c, 1, 65, 96
2, 816, Note_off_c, 1, 65, 0
2, 816, Note_on_c, 1, 65, 96
2, 912, Note_off_c, 1, 65, 0
2, 912, Note_on_c, 1, 65, 96
2, 1008, Note_off_c, 1, 65, 0
2, 1008, Note_on_c, 1, 60, 96
2, 1032, Note_off_c, 1, 60, 0
2, 1272, Note_on_c, 1, 55, 96
2, 1656, Note_off_c, 1, 55, 0
2, 1656, Note_on_c, 1, 65, 96
2, 1752, Note_off_c, 1, 65, 0
2, 1752, Note_on_c, 1, 61, 96
2, 1944, Note_off_c, 1, 61, 0
2, 1968, Note_on_c, 1, 67, 96
2, 1992, Note_off_c, 1, 67, 0
2, 1992, Note_on_c, 1, 55, 96
2, 2016, Note_off_c, 1, 55, 0
2, 2016, Note_on_c, 1, 63, 96
2, 2208, Note_off_c, 1, 63, 0
2, 2208, Note_on_c, 1, 61, 96
2, 2232, Note_off_c, 1, 61, 0
2, 2256, Note_on_c, 1, 67, 96
2, 2352, Note_off_c, 1, 67, 0
2, 2352, Note_on_c, 1, 56, 96
2, 2544, Note_off_c, 1, 56, 0
2, 2544, Note_on_c, 1, 65, 96
2, 2640, Note_off_c, 1, 65, 0
2, 2640, Note_on_c, 1, 63, 96
2, 2832, Note_off_c, 1, 63, 0
2, 2832, Note_on_c, 1, 61, 96
2, 2856, Note_off_c, 1, 61, 0
2, 2856, Note_on_c, 1, 63, 96
2, 2952, Note_off_c, 1, 63, 0
2, 2976, Note_on_c, 1, 60, 96
2, 3168, Note_off_c, 1, 60, 0
2, 3168, Note_on_c, 1, 65, 96
2, 3264, Note_off_c, 1, 65, 0
2, 3288, Note_on_c, 1, 56, 96
2, 3312, Note_off_c, 1, 56, 0
2, 3312, Note_on_c, 1, 61, 96
2, 3336, Note_off_c, 1, 61, 0
2, 3360, Note_on_c, 1, 61, 96
2, 3456, Note_off_c, 1, 61, 0
2, 3456, Note_on_c, 1, 65, 96
2, 3552, Note_off_c, 1, 65, 0
2, 3552, Note_on_c, 1, 58, 96
2, 3744, Note_off_c, 1, 58, 0
2, 3744, Note_on_c, 1, 60, 96
2, 3936, Note_off_c, 1, 60, 0
2, 3960, Note_on_c, 1, 60, 96
2, 3984, Note_off_c, 1, 60, 0
2, 3984, Note_on_c, 1, 61, 96
2, 4008, Note_off_c, 1, 61, 0
2, 4008, Note_on_c, 1, 60, 96
2, 4032, Note_off_c, 1, 60, 0
2, 4032, Note_on_c, 1, 55, 96
2, 4128, Note_off_c, 1, 55, 0
2, 4128, Note_on_c, 1, 58, 96
2, 4152, Note_off_c, 1, 58, 0
2, 4152, Note_on_c, 1, 55, 96
2, 4176, Note_off_c, 1, 55, 0
2, 4176, Note_on_c, 1, 60, 96
2, 4368, Note_off_c, 1, 60, 0
2, 4368, Note_on_c, 1, 61, 96
2, 4392, Note_off_c, 1, 61, 0
2, 4392, Note_on_c, 1, 60, 96
2, 4416, Note_off_c, 1, 60, 0
2, 4440, Note_on_c, 1, 60, 96
2, 4632, Note_off_c, 1, 60, 0
2, 4632, Note_on_c, 1, 65, 96
2, 4728, Note_off_c, 1, 65, 0
2, 4752, Note_on_c, 1, 58, 96
2, 4776, Note_off_c, 1, 58, 0
2, 4776, Note_on_c, 1, 65, 96
2, 4872, Note_off_c, 1, 65, 0
2, 4872, Note_on_c, 1, 61, 96
2, 4968, Note_off_c, 1, 61, 0
2, 4968, Note_on_c, 1, 61, 96
2, 4992, Note_off_c, 1, 61, 0
2, 5016, Note_on_c, 1, 60, 96
2, 5208, Note_off_c, 1, 60, 0
2, 5208, Note_on_c, 1, 67, 96
2, 5232, Note_off_c, 1, 67, 0
2, 5232, Note_on_c, 1, 55, 96
